1	65419	65433
1	65520	65564
1	923923	924431
1	959241	959256
1	960584	960693
1	966482	966531
1	999974	1000097
1	1013497	1013573
1	1020120	1020172
1	1074016	1074306
1	1072567	1072575
1	1116060	1116089
1	1091991	1092103
1	1091544	1091565
1	1173880	1173926
1	1174285	1174321
1	1174424	1174489
1	1179189	1179215
1	1206572	1206592
1	1214128	1214153
1	1231892	1232001
1	1228773	1228946
1	1232237	1232278
1	1246691	1246722
1	1273666	1273854
1	1280436	1280661
1	1307816	1307930
1	1308597	1308643
1	1324609	1324660
1	1324802	1325102
1	1326836	1326910
1	1331280	1331345
1	1349066	1349418
1	1358505	1358555
1	1375154	1375207
1	1374757	1374790
1	1399307	1399335
1	1407218	1407293
1	1421133	1421276
1	1425871	1426127
1	1435690	1435748
1	1449689	1450683
1	1471765	1471884
1	1512162	1512268
1	1540347	1540624
1	1574558	1574863
1	1600016	1600135
1	1615500	1615633
1	1616508	1616614
1	1623431	1623452
1	1632173	1632218
1	1658914	1659004
1	1657486	1657498
1	1692449	1692795
1	1690976	1691393
1	1676700	1676846
1	1724258	1724357
1	1722819	1722831
1	1778289	1778470
1	1765407	1765446
1	1890820	1891087
1	1839190	1839238
1	1825454	1825499
1	1915260	1915280
1	1919266	1919279
1	2003701	2003786
1	1990957	1990975
1	2019345	2019423
1	2050411	2050630
1	2194750	2194772
1	2228319	2228766
1	2391534	2391554
1	2391841	2391958
1	2395784	2395790
1	2412503	2412564
1	2476289	2476588
1	2526588	2526596
1	2530165	2530263
1	2556371	2556664
1	2586777	2586885
1	2632866	2633016
1	2629485	2629521
1	3021467	3021686
1	3069203	3069259
1	3454665	3454811
1	3463066	3463084
1	3611269	3611508
1	3625015	3625072
1	3650000	3650103
1	3652516	3652641
1	3682333	3682365
1	3752450	3752481
1	3772749	3772788
1	3773063	3773181
1	3775299	3775373
1	3796477	3796498
1	3856889	3857211
1	3852408	3852421
1	3857476	3857603
1	3900187	3900272
1	4654609	4655425
1	5992244	5992425
1	5986290	5986327
1	6045888	6046183
1	6051511	6051536
1	6180024	6180321
1	6199574	6199595
1	6206119	6206302
1	6235912	6235964
1	6244179	6244241
1	6244351	6244365
1	6260825	6261098
1	6254906	6255014
1	6393400	6393767
1	6419821	6419919
1	6424776	6424955
1	6466108	6466173
1	6491637	6491667
1	6477572	6477658
1	6554503	6554513
1	6555307	6555373
1	6579994	6580136
1	6580541	6580609
1	6602818	6602869
1	6613731	6614066
1	6624868	6624954
1	6625150	6625218
1	6701801	6701816
1	6785454	6785530
1	7771296	7771383
1	7784291	7784376
1	7784654	7784877
1	7853004	7853065
1	7940784	7940839
1	7939995	7940078
1	7961711	7961793
1	7962763	7962785
1	8026158	8026309
1	8015620	8015692
1	8318114	8318186
1	8324306	8324329
1	8817160	8817640
1	8656298	8656441
1	8878580	8878686
1	8874909	8874917
1	8945868	8945886
1	9026346	9026423
1	9069537	9069635
1	9129028	9129102
1	9234774	9235066
1	9244925	9244934
1	9292894	9293071
1	9355743	9355891
1	9539465	9539691
1	9588911	9588930
1	9651731	9651802
1	9691467	9691571
1	9710424	9710455
1	9823734	9823965
1	9910095	9910269
1	9883705	9883738
1	9877905	9877989
1	9872065	9872088
1	9943249	9943391
1	9942624	9942782
1	9936620	9936627
1	9943475	9943515
1	9972018	9972073
1	9997228	9997258
1	10032958	10033670
1	10210570	10210878
1	10232250	10232328
1	10399064	10399117
1	10430433	10430517
1	10450031	10450223
1	10472459	10472529
1	10474950	10474966
1	10796564	10796646
1	10760701	10760857
1	10705492	10705544
1	10693890	10693912
1	11012654	11012743
1	11013716	11013727
1	11047208	11047239
1	11059944	11060018
1	11099832	11099869
1	11262445	11262551
1	11259410	11259423
1	11189355	11189579
1	11273198	11273531
1	11479155	11479372
1	11500990	11500992
1	11654341	11654429
1	11654877	11654952
1	11655806	11655835
1	11664200	11664255
1	11668656	11668658
1	11681039	11681148
1	11680602	11680613
1	11691710	11691853
1	11706249	11706258
1	11736136	11736208
1	11762193	11762305
1	11764331	11764400
1	11805888	11805964
1	11803117	11803129
1	11806191	11806262
1	11847685	11847783
1	11858834	11858945
1	11926238	11926427
1	11934717	11934779
1	11980444	11980484
1	11981970	11982114
1	11989165	11989168
1	12019498	12019552
1	12021645	12021726
1	12063303	12063598
1	12166991	12167091
1	12230030	12230120
1	12234191	12234266
1	12617349	12618210
1	12644085	12644546
1	12716110	12716176
1	12746200	12746430
1	12773738	12774867
1	12791397	12791474
1	12793203	12793227
1	12831356	12831410
1	12828790	12828805
1	12848681	12848720
1	12848290	12848470
1	12857086	12857147
1	12858985	12859009
1	12886147	12886201
1	12883395	12883410
1	12898216	12898270
1	12895848	12895872
1	12947517	12947580
1	12942519	12942540
1	13056414	13056575
1	13053660	13053675
1	13060769	13060930
1	13061144	13061324
1	13116793	13116854
1	13116401	13116581
1	13155884	13156009
1	13153096	13153111
1	13165468	13165631
1	13171848	13172532
1	13175265	13175280
1	13201332	13201409
1	13199590	13199614
1	13303539	13303586
1	13305930	13305954
1	13315581	13315658
1	13318392	13318407
1	13347057	13347134
1	13345315	13345339
1	13389632	13389657
1	13513594	13514003
1	13583832	13584033
1	13700188	13700300
1	13715541	13715605
1	14598685	14598997
1	15153747	15153954
1	15210490	15210562
1	15214895	15215087
1	15247223	15247395
1	15251771	15251784
1	15409888	15409971
1	15438443	15438464
1	15456732	15456753
1	15476104	15476125
1	15524201	15524215
1	15526848	15526958
1	15529088	15529105
1	15584968	15585051
1	15617458	15617670
1	15659713	15659868
1	15684320	15684558
1	15736258	15736485
1	15742499	15742559
1	15758795	15758848
1	15764496	15764685
1	15764964	15764983
1	15847707	15848067
1	15975983	15976101
1	15973039	15973125
1	15948496	15948497
1	16004236	16004303
1	16017964	16018043
1	16022036	16022063
1	16022613	16022619
1	16043782	16043880
1	16044486	16044492
1	16073443	16073651
1	16155933	16156069
1	16212502	16212652
1	16209055	16209083
1	16236743	16237183
1	16352255	16352480
1	16315419	16315435
1	16367242	16367257
1	16437128	16437424
1	16432790	16432924
1	16431372	16431422
1	16440724	16440761
1	16921931	16922018
1	16980587	16980620
1	16978274	16978314
1	17011739	17011928
1	17054020	17054032
1	17119372	17119451
1	17205128	17205217
1	17249098	17249137
1	17308197	17308222
1	17372196	17372245
1	17439545	17439677
1	17438515	17438522
1	17539698	17539950
1	17580553	17580595
1	17755333	17755504
1	17822985	17823008
1	18107798	18108128
1	18480930	18480981
1	18630846	18631603
1	18902524	18902555
1	18956333	18956676
1	19210249	19210266
1	19251510	19251524
1	19251805	19251835
1	19288710	19288770
1	19312125	19312144
1	19312326	19312889
1	19317600	19317677
1	19485439	19485539
1	19596979	19597045
1	19644311	19644446
1	19655012	19655030
1	19664875	19665753
1	19799855	19799916
1	19798137	19798215
1	19787026	19787117
1	19780759	19780766
1	19815102	19815283
1	19882395	19882513
1	19923560	19923617
1	20070194	20070465
1	20084821	20084830
1	20119499	20119536
1	20139323	20139427
1	20186360	20186518
1	20177364	20177439
1	20186096	20186153
1	20190547	20190561
1	20290875	20291088
1	20310576	20310601
1	20485380	20486210
1	20508025	20508151
1	20552573	20552973
1	20589097	20589129
1	20633458	20633548
1	20661351	20661369
1	20717707	20718007
1	20732181	20732703
1	20728045	20728086
1	20787195	20787307
1	20780441	20780540
1	21176722	21176897
1	21176175	21176358
1	21089138	21089213
1	21050866	21050994
1	21002743	21002808
1	21290415	21290463
1	21440137	21440348
1	21444948	21445086
1	21509423	21509517
1	21553978	21554081
1	21669254	21669357
1	21649761	21649796
1	21626304	21626397
1	21620033	21620050
1	21782958	21783149
1	21812265	21812451
1	21937218	21937310
1	21977022	21977039
1	22001657	22001674
1	22052709	22052742
1	22078429	22078478
1	22142923	22143097
1	22451851	22452004
1	22489880	22489948
